"ProductModelID";"Name";"CatalogDescription";"Instructions";"rowguid";"ModifiedDate"
35;"Touring-2000";"<?xml-stylesheet href=""ProductDescription.xsl"" type=""text/xsl""?><p1:ProductDescription xmlns:p1=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelDescription"" xmlns:wm=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelWarrAndMain"" xmlns:wf=""http://www.adventure-works.com/schemas/OtherFeatures"" xmlns:html=""http://www.w3.org/1999/xhtml"" ProductModelID=""35"" ProductModelName=""Touring-2000""><p1:Summary><html:p>The plush custom saddle keeps you riding all day, and there's plenty of space
			 to add panniers and bike bags to the newly-redesigned carrier. 
				This bike has great stability when fully-loaded.
                        </html:p></p1:Summary><p1:Manufacturer><p1:Name>adventureworks</p1:Name><p1:Copyright>2002</p1:Copyright><p1:ProductURL>HTTP://www.Adventure-works.com</p1:ProductURL></p1:Manufacturer><p1:Features>These are the product highlights. 
                 <wm:Warranty><wm:WarrantyPeriod>1 year</wm:WarrantyPeriod><wm:Description>parts and labor</wm:Description></wm:Warranty><wm:Maintenance><wm:NoOfYears>5 years</wm:NoOfYears><wm:Description>maintenance contact available through dealer</wm:Description></wm:Maintenance><wf:handlebar>A light yet stiff aluminum bar for long distance riding.</wf:handlebar><wf:saddle><html:i>New design </html:i> relieves pressure for long rides.</wf:saddle><wf:pedal><html:b>Top-of-the-line</html:b> clipless pedals with adjustable tension.</wf:pedal><wf:crankset> High-strength crank arm. </wf:crankset><wf:BikeFrame>The aluminum frame is custom-shaped for both good looks and strength; 
				it will withstand the most rigorous challenges of daily riding.</wf:BikeFrame></p1:Features><!-- add one or more of these elements... one for each specific product in this product model --><p1:Picture><p1:Angle>front</p1:Angle><p1:Size>small</p1:Size><p1:ProductPhotoID>87</p1:ProductPhotoID></p1:Picture><!-- add any tags in <specifications> --><p1:Specifications> These are the product specifications.
                   <Material>Aluminum</Material><Color>Available in all colors except metallic.</Color><ProductLine>Touring bike</ProductLine><Style>Men's</Style><FrameMaterial>Aluminium alloy</FrameMaterial><RiderExperience>Intermediate to Advanced riders</RiderExperience></p1:Specifications></p1:ProductDescription>";null;0xE6D910AA3FE3A84DACE1992FCD6BB171;20/11/2002 09:56:38
36;"Touring-3000";null;null;0x78ECA6F55144DB45955FDB197DE8B059;20/11/2002 09:56:38
37;"Women's Mountain Shorts";null;null;0x1AD68DA0556151409A11223232EA51CD;01/06/2003 00:00:00
38;"Women's Tights";null;null;0x0DF86FA92AD52F439701731BEF16EFCC;01/06/2002 00:00:00
39;"Mountain-400";null;null;0xA761D237CF008048AC1A533B6B4365B0;01/06/2001 00:00:00
40;"Road-550";null;null;0x64024530B84AE0458BB54D407EA2950A;01/06/2002 00:00:00
41;"Road-350";null;null;0x1CD21BD79E232B4C98A3101962D6B2D3;20/11/2002 09:56:38
42;"LL Mountain Front Wheel";null;null;0x327B97AAD8AC534CA56088A02AC1954D;20/11/2002 09:56:38
43;"Touring Rear Wheel";null;"<root xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelManuInstructions"">
                Adventure Works CyclesWA-150C Instructions for Assembling Touring Front Wheel Summary: This document contains manufacturing instructions for assembling the Touring Front Wheel, Product Model 43. Instructions are work center specific and are identified by work center ID. These instructions must be followed in the order presented. Deviation from the instructions is not permitted unless an authorized Change Order detailing the deviation is provided by the Engineering Manager.<Location LaborHours=""3"" LotSize=""1"" LocationID=""50"">
                    Work Center - 50 Frame Forming. The following instructions pertain to Work Center 10. (Setup hours = .0, Labor Hours = 3, Machine Hours = 0, Lot Sizing = 1)<step>
                        Inspect the <material>rim</material> for dents, cracks or other damage.
                    </step><step>
                        Slide each <material>spoke</material> through the <material>hub flange</material> working in a clockwise direction.
                    </step><step>
                        For each spoke, screw on the <material>spoke nipple (NI-9522)</material>. Do not over tighten.
                    </step><step>
                        Place the <material>wheel</material> in the truing stand.
                    </step><step>Pluck each spoke. The sound from each spoke should be consistent. Adjust as needed. </step><step>
                        Inflate the <material>tire tube</material>to one-quarter pressure.
                    </step><step>
                        Insert the <material>valve stem</material> through <material>Rim RM-M823</material>.
                    </step><step>Tuck the tube into the tire ensuring there are no wrinkles or kinks.</step><step>Inflate the tube to half pressure. </step><step>Spin the wheel and ensure the bead line is just above the rim. </step><step>Inflate the tube to 35 PSI.</step><step>
                        Attach reflector as shown in illustration <diag>7</diag></step></Location></root>";0xAAFC78E8CC611440988A51F52643F7AA;16/05/2005 16:34:28
44;"Touring Front Wheel";null;"<root xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelManuInstructions"">
                Adventure Works CyclesWA-151C Instructions for Assembling Touring Rear Wheel Summary: This document contains manufacturing instructions for assembling the Touring Rear Wheel, Product Model 44. Instructions are work center specific and are identified by work center ID. These instructions must be followed in the order presented. Deviation from the instructions is not permitted unless an authorized Change Order detailing the deviation is provided by the Engineering Manager.<Location LaborHours=""3"" LotSize=""1"" LocationID=""50"">
                    Work Center - 50 Frame Forming. The following instructions pertain to Work Center 10. (Setup hours = .0, Labor Hours = 3, Machine Hours = 0, Lot Sizing = 1)<step>
                        Inspect the <material>rim</material> for dents, cracks or other damage.
                    </step><step>
                        Slide each <material>spoke</material> through the <material>hub flange</material> working in a clockwise direction.
                    </step><step>
                        For each spoke, screw on the <material>spoke nipple (NI-9525)</material>. Do not over tighten.
                    </step><step>
                        Place the wheel in the <tool>truing stand</tool>.
                    </step><step>Pluck each spoke. The sound from each spoke should be consistent. Adjust as needed.</step><step>Inflate the tire tube to one-quarter pressure.</step><step>
                        Insert the <material>valve stem</material> through <material>Rim RM-M825</material>.
                    </step><step>Tuck the tube into the tire ensuring there are no wrinkles or kinks.</step><step>Inflate the tube to half pressure. </step><step>Spin the wheel and ensure the bead line is just above the rim.</step><step>Inflate the tube to 35 PSI.</step></Location></root>";0x9887A76D93378E4B829EDBA9D140B1D4;16/05/2005 16:34:28
45;"ML Mountain Front Wheel";null;null;0x933FFFC3A8605749B076B7D0984EE70F;01/06/2002 00:00:00
46;"HL Mountain Front Wheel";null;null;0xFB97A5CC5F19C54EBF5C15B98D176F4C;01/06/2002 00:00:00
47;"LL Touring Handlebars";null;"<root xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelManuInstructions"">
                Adventure Works CyclesWA-190A Instructions for Manufacturing and Assembling the LL Touring Handlebars Summary: This document contains manufacturing instructions for manufacturing and assembling the LL Touring Handlebars, Product Model 47. Instructions are work center specific and are identified by work center ID. These instructions must be followed in the order presented. Deviation from the instructions is not permitted unless an authorized Change Order detailing the deviation is provided by the Engineering Manager.<Location LaborHours=""1"" LotSize=""100"" MachineHours=""2"" SetupHours=""0.1"" LocationID=""10"">
                    Work Center 10 - Frame Forming. The following instructions pertain to Work Center 10. (Setup hours = .10, Labor Hours = 1, Machine Hours = 2, Lot Sizing = 100)<step>
                        Insert <material>aluminum sheet MS-2259</material> into tool <tool>T-50 Tube Forming tool</tool>.
                    </step><step>
                        Attach <tool>Trim Jig TJ-8</tool> to the upper and lower right corners of the aluminum sheet.
                    </step><step>Route the aluminum sheet following the jig carefully. </step><step>
                        Insert the cut pieces into <tool>Tube Forming Tool FT-90</tool> and press Start.
                    </step><step>
                        When finished, inspect the form for defects per Inspection Specification <specs>INFS-90</specs>.
                    </step><step>Remove the lengths of tube from the tool and place it in the Completed or Rejected bin as appropriate.</step></Location><Location LaborHours=""1"" LotSize=""1"" MachineHours=""1.75"" SetupHours=""0.25"" LocationID=""20"">
                    Work Center 20 - Frame Welding. The following instructions pertain to Work Center 20. (Setup hours = .25, Labor Hours = 1.0, Machine Hours = 1.75, Lot Sizing = 1)<step>
                        Assemble all <material>handlebar components</material> following blueprint <blueprint>1111</blueprint>.
                    </step><step>
                        Weld all components together as shown in illustration <diag>5</diag></step><step>
                        Inspect all weld joints per Adventure Works Cycles Inspection Specification <specs>INFS-222</specs>.
                    </step></Location><Location LaborHours=""3.5"" LotSize=""1"" LocationID=""50"">
                    Work Center - 50 Frame Forming. The following instructions pertain to Work Center 10. (Setup hours = .0, Labor Hours = 3.5, Machine Hours = 0, Lot Sizing = 1)<step>
                        Slide the <material>stem</material> onto the <material>handlebar</material> centering it over the knurled section.
                    </step><step>Take care not to scratch the handlebar.</step><step>The ends of the handlebar should turn toward the rear. </step><step>
                        Attach the <material>Pinch Bolt (Product Number PB-6109)</material>, <material>Lock Washer 10 (Product Number LW-1210)</material>, and <material>Lock Nut 7 (Product Number LN-1224)</material> onto the stem.
                    </step><step>Tighten the nut just enough to keep the handlebar from rotating in the stem. Do not over tighten. </step><step>
                        Put a <material>Flat Washer 1 (Product Number FW-1000)</material> onto the stem bolt, and then insert the bolt down into the stem.
                    </step><step>
                        Thread the plug nut onto the stem bolt aligning it with the stem body as shown in illustration <diag>4</diag>. Insert the stem down into the lock nut until the minimum insertion line marked on the stem is hidden inside the nut.
                    </step><step>
                        Attach the <material>grips</material>.
                    </step><step>
                        Inspect per specification <specs>FI-225</specs>.
                    </step></Location></root>";0x22861384A61E9F489C986E3924CFBAC0;16/05/2005 16:34:29
48;"HL Touring Handlebars";null;"<root xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelManuInstructions"">
                Adventure Works CyclesWA-190A Instructions for Manufacturing and Assembling the HL Touring Handlebars Summary: This document contains manufacturing instructions for manufacturing and assembling the HL Touring Handlebars, Product Model 48. Instructions are work center specific and are identified by work center ID. These instructions must be followed in the order presented. Deviation from the instructions is not permitted unless an authorized Change Order detailing the deviation is provided by the Engineering Manager.<Location LaborHours=""1"" LotSize=""100"" MachineHours=""2.5"" SetupHours=""0.1"" LocationID=""10"">
                    Work Center 10 - Frame Forming. The following instructions pertain to Work Center 10. (Setup hours = .10, Labor Hours = 1, Machine Hours = 2.5, Lot Sizing = 100)<step>
                        Insert <material>aluminum sheet MS-2259</material> into tool <tool>T-51 Tube Forming tool</tool>.
                    </step><step>
                        Attach <tool>Trim Jig TJ-9</tool> to the upper and lower right corners of the aluminum sheet.
                    </step><step>Route the aluminum sheet following the jig carefully. </step><step>
                        Insert the cut pieces into <tool>Tube Forming Tool FT-91</tool> and press Start.
                    </step><step>
                        When finished, inspect the form for defects per Inspection Specification <specs>INFS-90</specs>.
                    </step><step>Remove the lengths of tube from the tool and place it in the Completed or Rejected bin as appropriate.</step></Location><Location LaborHours=""1"" LotSize=""1"" MachineHours=""2"" SetupHours=""0.25"" LocationID=""20"">
                    Work Center 20 - Frame Welding. The following instructions pertain to Work Center 20. (Setup hours = .25, Labor Hours = 1.0, Machine Hours = 2, Lot Sizing = 1)<step>
                        Assemble all handlebar components following blueprint <blueprint>1112</blueprint>.
                    </step><step>
                        Using <tool>weld torch</tool>, weld all components together as shown in illustration <diag>5</diag></step><step>
                        Inspect all weld joints per Adventure Works Cycles Inspection Specification <specs>INFS-222</specs>.
                    </step></Location><Location LaborHours=""3.5"" LotSize=""1"" LocationID=""50"">
                    Work Center 50 - SubAssembly. The following instructions pertain to Work Center 50. (Setup hours = .0, Labor Hours = 3.5, Machine Hours = 0, Lot Sizing = 1)<step>
                        Slide the <material>stem</material> onto the <material>handlebar</material> centering it over the knurled section.
                    </step><step>Take care not to scratch the handlebar.</step><step>The ends of the handlebar should turn toward the rear. </step><step>
                        Attach the <material>Pinch Bolt (Product Number PB-6109)</material>, <material>Lock Washer 7 (Product Number LI-3800)</material>, and <material>Lock Nut 16 (Product Number LN-1213)</material> onto the stem.
                    </step><step>Tighten the nut just enough to keep the handlebar from rotating in the stem. Do not over tighten. </step><step>
                        Put a <material>Flat Washer 9 (Product Number FW-3400)</material> onto the <material>stem bolt</material>, and then insert the bolt down into the stem.
                    </step><step>
                        Thread the plug nut onto the stem bolt aligning it with the stem body as shown in illustration <diag>4</diag>. Insert the stem down into the lock nut until the minimum insertion line marked on the stem is hidden inside the nut.
                    </step><step>
                        Attach the <material>grips</material>.
                    </step><step>
                        Inspect per specification <specs>FI-225</specs>.
                    </step></Location></root>";0x492EA89DAD8018499A5431F4B0C8EABB;16/05/2005 16:34:29
49;"LL Road Front Wheel";null;null;0xC159F79073209F4D854BC6B6F3BF9162;01/06/2002 00:00:00
50;"ML Road Front Wheel";null;null;0xD08C0C980349F2419FFC773C7FE4C254;01/06/2002 00:00:00
51;"HL Road Front Wheel";null;null;0xE262A502FA4D7847BBACBBDDCECF99B0;01/06/2002 00:00:00
52;"LL Mountain Handlebars";null;null;0xC52A9C690654D246863DDCFB23FC7943;01/06/2002 00:00:00
53;"Touring Pedal";null;"<root xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelManuInstructions"">
                Adventure Works CyclesWA-500 Instructions Assembling the Touring Pedal Summary: This document contains manufacturing instructions for assembling the Touring Pedal, Product Model 53. Instructions are work center specific and are identified by work center ID. These instructions must be followed in the order presented. Deviation from the instructions is not permitted unless an authorized Change Order detailing the deviation is provided by the Engineering Manager.<Location LaborHours=""0.5"" LotSize=""1"" LocationID=""50"">
                    Work Center 50 - SubAssembly. The following instructions pertain to Work Center 50. (Setup hours = .0, Labor Hours = .5, Machine Hours = 0, Lot Sizing = 1)<step>
                        Visually examine the pedal spindles to determine <material>left and right pedals</material>. The left and right pedals have different threading directions. It is important you identify them correctly.
                    </step><step>
                        Apply a small amount of <material>grease</material> to the left pedal and thread the pedal onto the <material>left crank arm</material> by hand.
                    </step><step>If the threads do not turn easily, back the spindle out and re-start.</step><step>
                        Securely tighten the spindle against the crank arm using a <tool>small wrench</tool>.
                    </step><step>Apply a small amount of grease to the right pedal and thread the pedal onto the right crank arm by hand.</step><step>If the threads do not turn easily, back the spindle out and re-start.</step><step>Securely tighten the spindle against the crank arm using a small wrench.</step><step>
                        Inspect per specification <specs>FI-520</specs>.
                    </step></Location></root>";0x07328AB9FC565C40A0403C7A90CC7890;16/05/2005 16:34:29
54;"ML Mountain Handlebars";null;null;0x04C8FCC9D72C8A4BB1869C409CC19DF9;01/06/2002 00:00:00
55;"HL Mountain Handlebars";null;null;0x1B992C7860A66145A3F49BBD74259747;01/06/2002 00:00:00
56;"LL Road Handlebars";null;null;0x9951E6A7A8847E43AD55360C1DF1D788;01/06/2002 00:00:00
57;"ML Road Handlebars";null;null;0xA00A200269C3774DA67C75973EFDA81B;01/06/2002 00:00:00
58;"HL Road Handlebars";null;null;0xC5DD8924891CEC4DAF22B0112CCEC467;01/06/2002 00:00:00
59;"LL Headset";null;null;0xA9BBAF396C0FEE44B5E132FA93F897E6;01/06/2002 00:00:00
60;"ML Headset";null;null;0xB6F3A96B8BE0C24AA725B41114C2A283;01/06/2002 00:00:00
61;"HL Headset";null;null;0x2ED096E1F69B674CB772ED9F86CCF44C;01/06/2002 00:00:00
62;"LL Mountain Pedal";null;null;0xE2F72381F4A54740B69DE74313DFEBCE;01/06/2003 00:00:00
63;"ML Mountain Pedal";null;null;0x56DC9CBEABF4F140B3382E08E0627ABD;01/06/2003 00:00:00
64;"HL Mountain Pedal";null;null;0x0837A78DAE8DAE44AC6C6E37022C1FFE;01/06/2003 00:00:00
65;"ML Touring Seat/Saddle";null;null;0x9F19A263B5F5BD49BCFCBEC1D1D16D8B;01/06/2003 00:00:00
66;"LL Touring Seat/Saddle";null;"<root xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelManuInstructions"">
                Adventure Works CyclesWA-620 Instructions Assembling the LL Touring Seat Summary: This document contains manufacturing instructions for assembling the LL Touring Seat, Product Model 63. Instructions are work center specific and are identified by work center ID. These instructions must be followed in the order presented. Deviation from the instructions is not permitted unless an authorized Change Order detailing the deviation is provided by the Engineering Manager.<Location LaborHours=""1.5"" LotSize=""1"" LocationID=""50"">
                    Work Center 50 - SubAssembly. The following instructions pertain to Work Center 50. (Setup hours = .0, Labor Hours = 1.5, Machine Hours = 0, Lot Sizing = 1)<step>
                        Put the <material>Seat post Lug (Product Number SL-0931)</material> on the <material>Seat Post (Product Number SP-2981)</material>.
                    </step><step>
                        Insert the <material>Pinch Bolt (Product Number PB-6109)</material> and tighten until it is secure but still able to slide up or down the post as shown in illustration <diag>6</diag>.
                    </step><step>
                        Attach the <material>LL Seat (Product Number SE-T312)</material> to the top of the Seat Post and tighten securely.
                    </step><step>
                        Inspect per specification <specs>FI-620</specs>.
                    </step></Location></root>";0x3AC4174A551ABB41BC97612F47CEDEB3;16/05/2005 16:34:29
67;"HL Touring Seat/Saddle";null;"<root xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ProductModelManuInstructions"">
                Adventure Works CyclesWA-620 Instructions Assembling the HL Touring Seat Summary: This document contains manufacturing instructions for assembling the HL Touring Seat, Product Model 67. Instructions are work center specific and are identified by work center ID. These instructions must be followed in the order presented. Deviation from the instructions is not permitted unless an authorized Change Order detailing the deviation is provided by the Engineering Manager.<Location LaborHours=""1"" LotSize=""1"" SetupHours=""0.25"" LocationID=""50"">
                    Work Center 50 - SubAssembly. The following instructions pertain to Work Center 50. (Setup hours = .25, Labor Hours = 1, Machine Hours = 0, Lot Sizing = 1)<step>
                        Put the <material>Seatpost Lug (Product Number SL-0932)</material> on the <material>Seat Post (Product Number SP-3981)</material>.
                    </step><step>
                        Insert the <material>Pinch Bolt (Product Number PB-6109)</material> and tighten until it is secure but still able to slide up or down the post. See illustration <diag>6</diag>.
                    </step><step>
                        Attach the <material>HL Seat (Product Number SE-T315)</material> to the top of the Seat Post and tighten securely.
                    </step><step>
                        Inspect per specification <specs>FI-625</specs>.
                    </step></Location></root>";0x00209A054975494B8E0C2DE6B2771EF4;16/05/2005 16:34:29
68;"LL Road Pedal";null;null;0x6C018B2154749341B51821955C783D72;01/06/2003 00:00:00
69;"ML Road Pedal";null;null;0xD661DF3C09626F43B23582E8F159208B;01/06/2003 00:00:00
70;"HL Road Pedal";null;null;0x427B6735CA729E4DA966DD874B83EF45;01/06/2003 00:00:00
71;"LL Mountain Seat/Saddle 1";null;null;0x4CAF66A1BB87AA418496D76B26008FB3;01/06/2003 00:00:00
72;"ML Mountain Seat/Saddle 1";null;null;0x5B40A9BACA68184CBC9C1C4ACF49BAFC;01/06/2003 00:00:00
73;"HL Mountain Seat/Saddle 1";null;null;0x8F91E4BB8D19C7439F4B79BC2AA08F2B;01/06/2003 00:00:00
74;"LL Road Seat/Saddle 2";null;null;0xD4E7E324534035409D69F451642F0C1E;01/06/2003 00:00:00
75;"ML Road Seat/Saddle 1";null;null;0x9CD64E39C42C854A90808534112B66FE;01/06/2003 00:00:00
76;"HL Road Seat/Saddle 1";null;null;0xAEB73AB83FBADF408296361915A3A60C;01/06/2003 00:00:00
77;"ML Road Rear Wheel";null;null;0x982F701592BDE84F86BC52F5FD049D3D;01/06/2002 00:00:00
78;"HL Road Rear Wheel";null;null;0xFABC8C43FF05294AAD95ECF41DCB83D5;01/06/2002 00:00:00
79;"LL Mountain Seat/Saddle 2";null;null;0x99B3BE8B875A404E9F52462FB54F2183;01/06/2003 00:00:00
80;"ML Mountain Seat/Saddle 2";null;null;0x6EBBEF5C7E3B4F41AC1B8F6DF741FB21;01/06/2003 00:00:00
81;"HL Mountain Seat/Saddle 2";null;null;0x806F7298B9E941419CF5BD2EF07DCE25;01/06/2003 00:00:00
82;"LL Road Seat/Saddle 1";null;null;0x7191CE004489494DBA37485C1D122F5C;01/06/2003 00:00:00
83;"ML Road Seat/Saddle 2";null;null;0x4084EBFE6E44F84D9482D529C4FC5E8F;01/06/2003 00:00:00
84;"HL Road Seat/Saddle 2";null;null;0xD76A3A0D9168E94DB14FE1A841EB220C;01/06/2003 00:00:00
85;"LL Mountain Tire";null;null;0xDDC5CDE3C32791489D5E0D46D1B8457F;01/06/2003 00:00:00
86;"ML Mountain Tire";null;null;0x3AF6340461A30B4DA9FC8AC2A866CE85;01/06/2003 00:00:00
87;"HL Mountain Tire";null;null;0x64101BCE796612428F562B2617EC56A5;01/06/2003 00:00:00
88;"LL Road Tire";null;null;0xFF0DB0E736814749B503994584CC89E7;01/06/2003 00:00:00
89;"ML Road Tire";null;null;0x0FEB66D54569D843BC40BB3D2F4EF7ED;01/06/2003 00:00:00
90;"HL Road Tire";null;null;0xDF05B2A45A954E4984281898AEA76F24;01/06/2003 00:00:00
91;"Touring Tire";null;null;0xD663CC3B4093934BB5F273FA90758BF5;01/06/2003 00:00:00
92;"Mountain Tire Tube";null;null;0xF2E7FB8CC3EEA64B8187C8A3614F1F0B;01/06/2003 00:00:00
93;"Road Tire Tube";null;null;0xD2D27127352E124C966ECE9070DF6D53;01/06/2003 00:00:00
94;"Touring Tire Tube";null;null;0xBCA9EEDE8C3C734EB6B064C81A5D99E3;01/06/2003 00:00:00
95;"LL Bottom Bracket";null;null;0x75747E21F4D3FA46836AD9E53103E71B;01/06/2003 00:00:00
96;"ML Bottom Bracket";null;null;0x4EA7CA097BF4CA4FB2069D3E46DF9751;01/06/2003 00:00:00
97;"HL Bottom Bracket";null;null;0xE1606381EE3D6845BF2F9828243D887B;01/06/2003 00:00:00
98;"Chain";null;null;0xB220A9ACF9D0F349B879573202B08C2F;01/06/2003 00:00:00
99;"LL Crankset";null;null;0x32F0595B739B904DB252EAFD6A871FF1;01/06/2003 00:00:00
100;"ML Crankset";null;null;0x29CBC6684AD9C540AAAD90AA6E7C5EA1;01/06/2003 00:00:00
101;"HL Crankset";null;null;0xA368968092D4FB41A196CFE092A12AA2;01/06/2003 00:00:00
102;"Front Brakes";null;null;0x3AA29910EDC9B1418CC1E2C1C54A10C8;01/06/2003 00:00:00
103;"Front Derailleur";null;null;0xFDC8E01013CA7B438E2251853AE160A7;01/06/2003 00:00:00
104;"LL Fork";null;null;0xE1D781047049FA4EA560020F6579918D;01/06/2002 00:00:00
105;"ML Fork";null;null;0xA45A115F5305784484B35DCF3ABE0D08;01/06/2002 00:00:00
106;"HL Fork";null;null;0xFDA806771395BC4095E8301B55B67DB2;01/06/2002 00:00:00
107;"Hydration Pack";null;null;0x0FF3EECF59F0474492A847001E69F3DB;01/06/2003 00:00:00
108;"Taillight";null;null;0xD443A6DBF24C0745B947E817D8C5792B;01/06/2002 00:00:00
109;"Headlights - Dual-Beam";null;null;0xF1EB177B73CB344996891DC26CF22D9C;01/06/2002 00:00:00
110;"Headlights - Weatherproof";null;null;0x8FB8AD1F88AF944EBB1E6158C48E6B40;01/06/2002 00:00:00
111;"Water Bottle";null;null;0x8A2688360C26BF48BF71FFF350D4D3D5;01/06/2003 00:00:00
112;"Mountain Bottle Cage";null;null;0x5BE69421139CE146A6553EBFF8A96719;01/06/2003 00:00:00
113;"Road Bottle Cage";null;null;0xDDC21694D8559D468EDFEF447C511897;01/06/2003 00:00:00
114;"Patch kit";null;null;0x0181737C1EC0A245A0E0B28AEBA1DC40;01/06/2003 00:00:00
115;"Cable Lock";null;null;0x117FE1E7FDA73C4CB70168F0AE26143E;01/06/2002 00:00:00
116;"Minipump";null;null;0xA7F1CE9017D83E40814C40E305EEEFEF;01/06/2002 00:00:00
117;"Mountain Pump";null;null;0xF69855B313B4384180815DC7D4C64B64;01/06/2002 00:00:00
118;"Hitch Rack - 4-Bike";null;null;0xD1E070F578E9F24FB5B108F01AB60219;01/06/2003 00:00:00
119;"Bike Wash";null;null;0x3DB9B190C8EBA244AC08CDD1D20CA39C;01/06/2003 00:00:00
120;"Touring-Panniers";null;null;0xA19969F0A73A854EB8CB049EB2C391FA;01/06/2002 00:00:00
121;"Fender Set - Mountain";null;null;0x36118DC8BBA8BB4694AA8C1854F813CC;01/06/2003 00:00:00
122;"All-Purpose Bike Stand";null;null;0x0786AB6E27D9E140AF30D8A2A953050C;01/06/2003 00:00:00
123;"LL Mountain Rear Wheel";null;null;0x661F522926291F47867B668B0B9EC2B0;01/06/2002 00:00:00
124;"ML Mountain Rear Wheel";null;null;0x74D768D98E779943A3C5375176418229;01/06/2002 00:00:00
125;"HL Mountain Rear Wheel";null;null;0x45054595F7ADF348899E964DE8920DC6;01/06/2002 00:00:00
126;"LL Road Rear Wheel";null;null;0xD46B9495D9C644438066317D8957EA21;01/06/2002 00:00:00
127;"Rear Derailleur";null;null;0x5D7E32F9B6F8C540BFA963F886BDFC24;01/06/2003 00:00:00
128;"Rear Brakes";null;null;0xFD7AD4713ADAF14383AD69C71F96EF33;01/06/2003 00:00:00
